"X","X.x","Municipality","X0_14","X15_24","X25_34","X35_44","X45_54","X55_64","Total.65","Total_POP","X.y","Ave_Incom_Onw_Rent","Houhold_Mon_Inco","X.x.x","One.Person.Household","Two.Person.Household","Three.Person.Household","Four.Person.Household","Five.Or.More.Person.Household","X.y.y","Couple.With.Children","Couple.Without.Children","Total.Lone..Parent.Households","Multiple..Family","Total.One..Person.Households","Other.Non.Family","X.x.x.x","Non.Immigrant","Non.Permanent.Resident","Immigrant","Landed.Before.2006","Landed.2006.to.2015","Recent.Immigrants..Landed.2016.2021.","X.y.y.y","Estimated_Monthly_Shelter_Cost","X.x.x.x.x","With.a.Mortgage","Without.a.Mortgage","Total.Private.Households.With.Mortgage.Status.Known","X.y.y.y.y","Single.Detached","Semi.Detached","Row","Duplex","Low.Rise.Apt.","High.Rise.Apt.","Other","Total_structure","Affordability_Ratio","Pct_0_14","Pct_15_24","Pct_25_34","Pct_35_44","Pct_45_54","Pct_55_64","Pct_65_Plus","Total_Households","Share_One_Person","Share_Two_Person","Share_Three_Person","Share_Four_Person","Share_FivePlus_Person","Total_Household_Type","Share_Couple_With_Children","Share_Couple_Without_Children","Share_Lone_Parent","Share_Multiple_Family","Share_One_Person_Household","Share_Other_Non_Family","Share_Immigrant","Share_Pre2006","Share_2006_2015","Share_Recent_Immigrant","Apartment_Share","Detached_Share","Missing_Middle_Share"
32,32,"Midland",3480,2390,3045,2715,3000,4610,7120,26365,32,40800,3400,32,1815,2307.5,860,632.5,297.5,32,1210,1805,697.5,132.5,1815,250,32,5317.5,10,585,515,55,15,32,1158.24699922032,32,4435,3730,8165,32,3902.5,222.5,277.5,382.5,812.5,265,50,5912.5,0.340660882123624,13.1993172766926,9.06504835956761,11.549402617106,10.2977432201783,11.3787217902522,17.4853024843543,27.005499715532,5912.5,0.306976744186047,0.390274841437632,0.145454545454545,0.106976744186047,0.0503171247357294,5910,0.204737732656514,0.305414551607445,0.118020304568528,0.022419627749577,0.307106598984772,0.0423011844331641,0.0221885074909918,0.88034188034188,0.094017094017094,0.0256410256410256,0.182241014799154,0.660042283298097,0.149260042283298
33,33,"Norfolk",10245,6560,6985,6995,7505,11190,16750,66225,33,45600,3800,33,3687.5,5580,1825,1637.5,1065,33,3510,4755,1200,277.5,3687.5,370,33,11895,45,1857.5,1660,155,45,33,1103.02607275149,33,11420,10440,21860,33,11405,400,485,270,942.5,195,102.5,13797.5,0.290270019145129,15.4699886749717,9.90562476406191,10.5473763684409,10.562476406191,11.3325783314458,16.8969422423556,25.2925632314081,13795,0.267306995288148,0.404494382022472,0.132294309532439,0.118702428416093,0.0772018847408481,13800,0.254347826086956,0.344565217391304,0.0869565217391304,0.0201086956521739,0.267210144927536,0.0268115942028985,0.0280483201208003,0.893674293405114,0.0834454912516824,0.0242261103633917,0.0824424714622214,0.826599021561877,0.0837108171770248
34,34,"North Bay",10380,7705,8520,8325,8475,11680,15090,70175,34,42400,3533.33333333333,34,4787.5,6002.5,2180,1770,855,34,3445,4737.5,1680,212.5,4787.5,730,34,14650,92.5,850,707.5,102.5,45,34,1142.3151794087,34,12435,8380,20810,34,9272.5,1185,1002.5,807.5,2160,1040,125,15592.5,0.323296748889255,14.7915924474528,10.9796936230851,12.1410758817243,11.8631991449947,12.0769504809405,16.6441040256502,21.5033843961525,15595,0.306989419685797,0.384899006091696,0.139788393715935,0.113497915998718,0.0548252645078551,15592.5,0.220939554272888,0.303831970498637,0.107744107744108,0.0136283469616803,0.307038640371974,0.0468173801507135,0.0121125757035981,0.832352941176471,0.120588235294118,0.0529411764705882,0.205226871893539,0.594676928010261,0.192079525412859
35,35,"North Perth MU",3285,1735,2185,1885,1555,1975,2790,15410,35,47600,3966.66666666667,35,747.5,1102.5,397.5,397.5,335,35,950,957.5,212.5,30,747.5,80,35,2552.5,27.5,395,277.5,85,37.5,35,1205.81925643102,35,2225,1640,3870,35,2092.5,132.5,155,55,477.5,0,67.5,2977.5,0.303988047839753,21.3173264114212,11.2589227774173,14.1791044776119,12.2323166774822,10.0908500973394,12.8163530175211,18.105126541207,2980,0.250838926174497,0.36996644295302,0.133389261744966,0.133389261744966,0.11241610738255,2977.5,0.319059613769941,0.321578505457599,0.0713685978169605,0.0100755667506297,0.251049538203191,0.0268681780016793,0.0256327060350422,0.70253164556962,0.215189873417722,0.0949367088607595,0.160369437447523,0.702770780856423,0.115029387069689
36,36,"Orillia",4645,3300,4415,3620,3570,4930,7795,32270,37,45600,3800,36,2392.5,2605,1032.5,725,452.5,36,1425,1945,927.5,167.5,2392.5,357.5,36,6352.5,25,835,715,85,35,36,1303.89866508695,36,4930,3895,8825,36,4015,157.5,627.5,470,1380,460,97.5,7210,0.343131227654461,14.3941741555624,10.226216299969,13.6814378679888,11.2178493957236,11.0629067245119,15.2773473814689,24.1555624418965,7207.5,0.331945889698231,0.361429066944155,0.143253555324315,0.100589663544918,0.0627818244883802,7215,0.197505197505198,0.26957726957727,0.128551628551629,0.0232155232155232,0.331600831600832,0.0495495495495495,0.0258754260923458,0.856287425149701,0.101796407185629,0.0419161676646707,0.255201109570042,0.556865464632455,0.174063800277393
37,37,"Oshawa",76775,49590,54010,58010,55015,55490,62515,411405,38,54000,4500,37,15665,22712.5,13537.5,13850,8757.5,37,26602.5,17255,9657.5,2662.5,15665,2677.5,37,52945,525,21055,16042.5,3307.5,1700,37,1577.62279255599,37,75410,36015,111425,37,48610,3962.5,7877.5,2630,5600,5705,132.5,74525,0.35058284279022,18.6616594353496,12.0538155831845,13.1281826910222,14.1004606166673,13.3724675198405,13.4879255235109,15.195488630425,74522.5,0.210204971652857,0.304773726055889,0.181656546680533,0.185849911100674,0.117514844510047,74520,0.356984702093398,0.23154857756307,0.129596081588835,0.0357286634460547,0.210212023617821,0.0359299516908213,0.0511782793111411,0.76193303253384,0.157088577535027,0.0807409166468772,0.151694062395169,0.652264340825226,0.194163032539416
38,38,"Ottawa",186910,141735,155870,149060,147520,152835,182865,1116800,39,57200,4766.66666666667,38,63227.5,76905,34467.5,33110,19080,38,66075,59785,22427.5,3552.5,63227.5,11715,38,159640,5275,61875,42962.5,11395,7515,38,1491.08963675269,38,179600,117455,297050,38,102255,12092.5,45127.5,4115,23752.5,38582.5,865,226787.5,0.312816007710355,16.7362106017192,12.6911712034384,13.956840974212,13.3470630372493,13.2091690544413,13.6850823782235,16.3740150429799,226790,0.278793156664756,0.339102253185767,0.151979805106045,0.14599409145024,0.0841306935931919,226782.5,0.291358460198648,0.263622634021585,0.098894315037536,0.0156647889497646,0.278802376726599,0.0516574250658671,0.0554038323782235,0.694343434343434,0.184161616161616,0.121454545454545,0.274860827867497,0.450884638703632,0.270451413768396
39,39,"Owen Sound",4660,3170,3610,3595,3505,5280,8060,31870,40,38800,3233.33333333333,39,2330,2770,917.5,760,417.5,39,1552.5,2285,722.5,87.5,2330,220,39,6572.5,12.5,610,520,45,40,39,1084.89119811429,39,5120,4630,9750,39,4617.5,245,360,125,1382.5,365,100,7192.5,0.335533360241533,14.6219014747411,9.94665829934107,11.327267022278,11.2802008158142,10.9978035770317,16.5673046752432,25.2902416065265,7195,0.323835997220292,0.38498957609451,0.127519110493398,0.105628908964559,0.0580264072272411,7197.5,0.215699895797152,0.317471344216742,0.100382077110108,0.0121569989579715,0.323723515109413,0.0305661688086141,0.019140257295262,0.852459016393443,0.0737704918032787,0.0655737704918033,0.2429614181439,0.641988182134168,0.101494612443518
40,40,"Pembroke",3565,2385,2910,2725,2630,3740,5125,23085,41,40800,3400,40,1612.5,1922.5,745,532.5,315,40,1135,1537.5,600,62.5,1612.5,182.5,40,4852.5,5,270,232.5,22.5,15,40,1068.61571845515,40,3860,3110,6970,40,3620,280,175,110,922.5,0,22.5,5130,0.314298740722103,15.4429283084254,10.3313840155945,12.6055880441845,11.8042018626814,11.3926792289365,16.2009963179554,22.2005631362357,5127.5,0.314480741101901,0.374939054119941,0.145294978059483,0.103851779619698,0.0614334470989761,5130,0.221247563352826,0.299707602339181,0.116959064327485,0.0121832358674464,0.314327485380117,0.0355750487329435,0.0116959064327485,0.861111111111111,0.0833333333333333,0.0555555555555556,0.179824561403509,0.705653021442495,0.110136452241715
41,41,"Petawawa",3925,1880,3765,2680,1730,1610,1715,17295,42,74500,6208.33333333333,41,777.5,1180,577.5,570,272.5,41,1170,937.5,272.5,35,777.5,187.5,41,3130,15,235,162.5,57.5,12.5,41,1203.36643407971,41,2970,1360,4335,41,2380,250,400,20,317.5,0,10,3380,0.193830835019551,22.6944203527031,10.8701936976005,21.7692974848222,15.4958080370049,10.0028910089621,9.30904885805146,9.9161607400983,3377.5,0.23019985196151,0.349370836417469,0.170984455958549,0.168763878608438,0.080680977054034,3380,0.346153846153846,0.277366863905325,0.0806213017751479,0.0103550295857988,0.230029585798817,0.0554733727810651,0.0135877421220006,0.691489361702128,0.24468085106383,0.0531914893617021,0.0939349112426035,0.70414201183432,0.198224852071006
42,42,"Peterborough",18900,14205,15945,14595,13885,19005,29455,125995,43,45200,3766.66666666667,42,7597.5,9965,3872.5,3265,1957.5,42,6382.5,8035,2790,492.5,7597.5,1362.5,42,23605,230,2817.5,2370,285,162.5,42,1261.0716030573,42,19865,16700,36565,42,18427.5,422.5,1622.5,1355,3387.5,1297.5,137.5,26652.5,0.334797770723177,15.0005952617167,11.2742569149569,12.6552640977817,11.583793007659,11.0202785824834,15.0839319020596,23.3779118218977,26657.5,0.285004220200694,0.373815999249742,0.145268686110851,0.122479602363312,0.0734314920754009,26660,0.239403600900225,0.30138784696174,0.104651162790698,0.0184733683420855,0.284977494373593,0.0511065266316579,0.0223619984920037,0.841171251109139,0.101153504880213,0.0576752440106477,0.17578088359441,0.6913985554826,0.127567770378013
43,43,"Port Hope",2210,1535,1875,1860,1965,2925,4510,16890,44,42800,3566.66666666667,43,985,1495,550,420,210,43,867.5,1245,387.5,70,985,105,43,3155,5,497.5,472.5,15,5,43,1312.29556401927,43,3180,2475,5650,43,2642.5,137.5,212.5,40,395,222.5,0,3657.5,0.367933335706337,13.084665482534,9.0882178804026,11.101243339254,11.01243339254,11.6341030195382,17.3179396092362,26.7021906453523,3660,0.269125683060109,0.408469945355191,0.150273224043716,0.114754098360656,0.0573770491803279,3660,0.237021857923497,0.340163934426229,0.105874316939891,0.0191256830601093,0.269125683060109,0.0286885245901639,0.0294552989934873,0.949748743718593,0.0301507537688442,0.0100502512562814,0.168831168831169,0.722488038277512,0.10663021189337
44,44,"Prince Edward County CY",2965,1770,2155,2495,2720,4815,8275,25190,45,48400,4033.33333333333,44,1535,2625,682.5,537.5,285,44,1152.5,2375,365,85,1535,155,44,4975,10,682.5,635,25,22.5,44,1174.88433029602,44,4100,4870,8975,44,4867.5,120,175,15,395,5,85,5665,0.291293635610583,11.7705438666137,7.02659785629218,8.55498213576816,9.90472409686383,10.7979356887654,19.1147280666931,32.8503374354903,5665,0.270962047661077,0.463371579876434,0.120476610767873,0.0948808473080318,0.0503089143865843,5667.5,0.203352448169387,0.419056021173357,0.0644022937803264,0.0149977944419938,0.270842523158359,0.027348919276577,0.027094084954347,0.93040293040293,0.0366300366300366,0.032967032967033,0.0706090026478376,0.859223300970874,0.0547219770520741
45,45,"Sarnia",14835,9970,11850,11100,10930,14970,22625,96285,46,45600,3800,45,6577.5,8062.5,2855,2447.5,1285,45,4985,6592.5,2145,187.5,6577.5,742.5,45,18302.5,185,2740,2395,227.5,122.5,45,1102.28192849789,45,15885,14335,30220,45,15427.5,690,1062.5,387.5,1597.5,1997.5,65,21227.5,0.290074191709971,15.4073843277769,10.3546762216337,12.3072129615205,11.5282754323103,11.3517162590227,15.5475930830347,23.4979487978397,21227.5,0.309857496172418,0.379813920621835,0.134495348015546,0.115298551407373,0.0605346837828289,21230,0.234809232218559,0.310527555346208,0.101036269430052,0.00883184173339614,0.309821008007536,0.0349740932642487,0.0284571844004777,0.874087591240876,0.083029197080292,0.0447080291970803,0.169355788481922,0.726769520668944,0.100812625132493
46,46,"Saugeen Shores T",2530,1215,2000,1945,1515,2490,3950,15640,47,48800,4066.66666666667,46,1002.5,1412.5,430,417.5,195,46,862.5,1245,242.5,25,1002.5,75,46,2972.5,12.5,465,370,52.5,37.5,46,1328.17512272219,46,2940,2565,5510,46,2582.5,170,235,22.5,405,0,37.5,3452.5,0.326600440013653,16.1764705882353,7.76854219948849,12.7877237851662,12.4360613810742,9.68670076726343,15.920716112532,25.2557544757033,3457.5,0.289949385394071,0.408532176428055,0.124367317425886,0.120751988430947,0.0563991323210412,3452.5,0.249818971759594,0.360608254887762,0.0702389572773353,0.00724112961622013,0.290369297610427,0.0217233888486604,0.0297314578005115,0.795698924731183,0.112903225806452,0.0806451612903226,0.117306299782766,0.748008689355539,0.123823316437364
47,47,"Sault Ste. Marie",11030,8000,8870,8615,8790,12225,17895,75420,48,39600,3300,47,5707.5,6290,2445,1882.5,797.5,47,3725,4862.5,2040,167.5,5707.5,622.5,47,15262.5,140,1722.5,1545,115,65,47,997.640663544183,47,12800,10965,23765,47,11420,940,467.5,695,2480,1027.5,97.5,17130,0.302315352589146,14.6247679660567,10.6072659771944,11.7608061522143,11.4226995491912,11.6547334924423,16.2092283214002,23.7271280827367,17122.5,0.333333333333333,0.367352898233319,0.142794568550153,0.10994305738064,0.0465761425025551,17125,0.217518248175182,0.283941605839416,0.119124087591241,0.00978102189781022,0.333284671532847,0.0363503649635036,0.0228387695571466,0.896952104499274,0.0667634252539913,0.0377358490566038,0.204757734967893,0.666666666666667,0.122737886748395
48,48,"Scugog TP",3020,2315,2130,2340,2570,3900,5010,21280,49,52800,4400,48,802.5,1632.5,677.5,655,355,48,1285,1422.5,357.5,132.5,802.5,117.5,48,3555,0,567.5,520,30,22.5,48,1416.63303853614,48,3890,3065,6955,48,3685,82.5,40,57.5,222.5,22.5,10,4122.5,0.321962054212759,14.1917293233083,10.8787593984962,10.0093984962406,10.9962406015038,12.0770676691729,18.3270676691729,23.5432330827068,4122.5,0.194663432383263,0.395997574287447,0.164342025469982,0.158884172225591,0.0861127956337174,4117.5,0.312082574377656,0.345476624165149,0.0868245294474803,0.0321797207043109,0.194899817850638,0.0285367334547662,0.0266682330827068,0.916299559471366,0.052863436123348,0.039647577092511,0.0594299575500303,0.893875075803517,0.0436628259551243
49,49,"South Dundas MU",1660,950,1110,1035,1330,1945,2920,10940,50,43200,3600,49,605,1002.5,297.5,250,175,49,535,867.5,215,47.5,605,62.5,49,2145,0,177.5,155,15,7.5,49,998.569749216301,49,1910,1715,3625,49,1865,165,107.5,15,122.5,15,37.5,2327.5,0.277380485893417,15.1736745886654,8.6837294332724,10.146252285192,9.46069469835466,12.1572212065814,17.7787934186472,26.691042047532,2330,0.259656652360515,0.430257510729614,0.127682403433476,0.107296137339056,0.0751072961373391,2332.5,0.229367631296892,0.371918542336549,0.0921757770632369,0.0203644158628081,0.259378349410504,0.0267952840300107,0.0162248628884826,0.873239436619718,0.0845070422535211,0.0422535211267606,0.0590762620837809,0.801288936627283,0.123523093447905
50,50,"South Huron MU",1515,890,1060,1030,985,1570,2800,9855,51,45200,3766.66666666667,50,662.5,880,245,227.5,150,50,495,775,172.5,20,662.5,42.5,50,1937.5,10,222.5,210,5,5,50,1047.28260869565,50,1445,1570,3020,50,1695,52.5,172.5,7.5,210,0,30,2167.5,0.278039630627164,15.3729071537291,9.03094875697616,10.7559614408929,10.4515474378488,9.9949264332826,15.9309994926433,28.4119736174531,2165,0.306004618937644,0.406466512702079,0.113163972286374,0.105080831408776,0.069284064665127,2167.5,0.228373702422145,0.357554786620531,0.0795847750865052,0.00922722029988466,0.305651672433679,0.0196078431372549,0.0225773718924404,0.943820224719101,0.0224719101123595,0.0224719101123595,0.0968858131487889,0.782006920415225,0.107266435986159
51,51,"St. Catharines - Niagara",62715,47295,52160,48255,52305,65970,96775,425480,52,45200,3766.66666666667,51,25735,32747.5,13382.5,11075,6675,51,22475,25837.5,10170,1750,25735,3645,51,68577.5,1207.5,19825,16237.5,2307.5,1280,51,1243.42383472323,51,71880,55400,127280,51,59097.5,5000,6245,3135,10490,5225,422.5,89610,0.330112522492893,14.7398232584375,11.1156811130958,12.2590956096644,11.341308639654,12.2931747673216,15.5048415906741,22.7448998777851,89615,0.287172906321486,0.365424315125816,0.149333258941026,0.123584221391508,0.074485298220164,89612.5,0.250802064444134,0.288324731482773,0.113488631608314,0.0195285255963175,0.287180917840703,0.0406751290277584,0.0465944345210116,0.819041614123581,0.116393442622951,0.0645649432534678,0.175371052337909,0.659496707956701,0.160473161477514
52,52,"Stratford",4760,3340,3930,3985,3970,5115,7380,32485,53,45200,3766.66666666667,52,2462.5,2732.5,982.5,802.5,397.5,52,1622.5,2192.5,787.5,72.5,2462.5,240,52,6372.5,45,955,817.5,87.5,47.5,52,1207.65836923895,52,5370,4330,9695,52,3900,790,447.5,332.5,1475,407.5,12.5,7370,0.320617266169633,14.6529167307988,10.2816684623672,12.0978913344621,12.2672002462675,12.2210250885024,15.7457287979067,22.7181776204402,7377.5,0.333785157573704,0.370382921043714,0.133175194849204,0.108776685869197,0.0538800406641816,7377.5,0.219925449000339,0.297187394103694,0.10674347678753,0.00982717722805829,0.333785157573704,0.0325313453066757,0.0293981837771279,0.856020942408377,0.0916230366492147,0.049738219895288,0.255427408412483,0.529172320217096,0.213025780189959
53,53,"The Nation / La Nation M",2420,1335,1845,1715,1775,2120,1950,13155,54,52800,4400,53,520,985,417.5,417.5,217.5,53,857.5,880,192.5,37.5,520,67.5,53,2410,7.5,135,110,12.5,5,53,1315.78965965626,53,2695,1325,4020,53,2117.5,120,45,55,205,0,12.5,2552.5,0.299043104467332,18.3960471303687,10.1482326111745,14.0250855188141,13.0368681109844,13.4929684530597,16.1155454199924,14.8232611174458,2557.5,0.203323558162268,0.38514173998045,0.163245356793744,0.163245356793744,0.0850439882697947,2555,0.335616438356164,0.344422700587084,0.0753424657534247,0.0146771037181996,0.203522504892368,0.0264187866927593,0.0102622576966933,0.814814814814815,0.0925925925925926,0.037037037037037,0.0803134182174339,0.829578844270323,0.0861900097943193
54,54,"Thunder Bay",17635,14025,16295,13820,14720,18855,25625,120960,55,43600,3633.33333333333,54,8987.5,9720,3765,3075,1522.5,54,5995,7547.5,2992.5,310,8987.5,1240,54,23840,437.5,2800,2357.5,272.5,170,54,1080.00090365405,54,20040,18000,38040,54,18550,1082.5,717.5,1200,3962.5,1292.5,272.5,27072.5,0.297247955134142,14.5791997354497,11.5947420634921,13.4713955026455,11.4252645502646,12.1693121693122,15.5877976190476,21.1846891534392,27070,0.332009604728482,0.359069080162542,0.139083856667898,0.113594384927965,0.0562430735131141,27072.5,0.221442423123095,0.278788438452304,0.110536522301228,0.0114507341398098,0.331978945424324,0.0458029365592391,0.0231481481481481,0.841964285714286,0.0973214285714286,0.0607142857142857,0.194108412595808,0.685197155785391,0.110813556191707
55,55,"Tillsonburg",2625,1850,1990,1975,1990,2660,5200,18295,56,42800,3566.66666666667,55,1292.5,1650,507.5,440,230,55,885,1390,375,60,1292.5,117.5,55,3480,0,632.5,560,60,10,55,1148.11517549526,55,2985,2825,5805,55,2787.5,152.5,252.5,95,567.5,247.5,12.5,4115,0.321901451073437,14.348182563542,10.1120524733534,10.8772888767423,10.7952992620935,10.8772888767423,14.5394916643892,28.4230664115879,4120,0.31371359223301,0.400485436893204,0.123179611650485,0.106796116504854,0.0558252427184466,4120,0.214805825242718,0.337378640776699,0.0910194174757282,0.0145631067961165,0.31371359223301,0.0285194174757282,0.0345722875102487,0.885375494071146,0.0948616600790514,0.0158102766798419,0.198055893074119,0.677399756986634,0.121506682867558
56,56,"Timmins",6650,4785,5535,5045,5205,6285,6805,40310,57,42400,3533.33333333333,56,2850,3207.5,1315,1100,470,56,2062.5,2527.5,1047.5,97.5,2850,355,56,8475,112.5,362.5,262.5,55,42.5,56,1116.907352567,56,7385,4570,11950,56,5822.5,630,302.5,525,1225,255,175,8945,0.316105854500094,16.4971471098983,11.8705035971223,13.7310840982387,12.5155048375093,12.9124286777475,15.591664599355,16.881667080129,8942.5,0.318702823595191,0.358680458484764,0.147050601062343,0.12300810735253,0.0525580095051719,8940,0.230704697986577,0.282718120805369,0.117170022371365,0.0109060402684564,0.318791946308725,0.0397091722595078,0.00899280575539568,0.724137931034483,0.151724137931034,0.117241379310345,0.16545556176635,0.650922302962549,0.162940190050307
57,57,"Toronto",963745,772540,929585,854935,841775,814545,965755,6142880,58,59200,4933.33333333333,57,282725,322057.5,195440,193375,137625,57,382040,235672.5,127630,48392.5,282725,54767.5,57,440020,39745,651460,472857.5,116172.5,62432.5,57,1668.13225102422,57,908175,563705,1471880,57,441495,83180,105452.5,44047.5,107675,347365,2012.5,1131227.5,0.338134915748153,15.688813716042,12.5761857630297,15.1327227619618,13.917494725601,13.7032629646029,13.2599855442398,15.7215345245227,1131222.5,0.249928727549178,0.284698633557943,0.1727688407895,0.170943382049066,0.121660416054313,1131227.5,0.337721634242449,0.208333425416196,0.112824343467605,0.0427787514005803,0.249927622869847,0.0484142226033225,0.106051233297737,0.72584272250023,0.178326374604734,0.0958347404291898,0.402253304485614,0.390279585671317,0.205688068933968
58,58,"Trent Hills MU",1720,1150,1245,1265,1510,2615,4110,13610,59,42800,3566.66666666667,58,765,1300,382.5,312.5,187.5,58,632.5,1105,262.5,80,765,105,58,2610,0,342.5,312.5,22.5,5,58,1075.24815733916,58,2335,2320,4655,58,2605,32.5,67.5,47.5,185,5,17.5,2952.5,0.301471445982942,12.6377663482733,8.44966936076414,9.14768552534901,9.29463629684056,11.094783247612,19.2138133725202,30.1983835415136,2947.5,0.259541984732824,0.441051738761662,0.129770992366412,0.106022052586938,0.0636132315521628,2950,0.214406779661017,0.374576271186441,0.0889830508474576,0.0271186440677966,0.259322033898305,0.0355932203389831,0.025165319617928,0.912408759124088,0.0656934306569343,0.0145985401459854,0.0643522438611346,0.882303132938188,0.0499576629974598
59,59,"Wasaga Beach",2900,1880,2120,2400,2550,4250,8495,24585,60,54000,4500,59,1427.5,2412.5,715,540,310,59,1107.5,2127.5,482.5,120,1427.5,137.5,59,4217.5,12.5,1175,1117.5,42.5,15,59,1308.42030011034,59,4720,4515,9235,59,4467.5,130,447.5,72.5,260,0,27.5,5407.5,0.290760066691187,11.7958104535286,7.64693919056335,8.62314419361399,9.76205003050641,10.3721781574131,17.2869635956884,34.5535895871466,5405,0.264107308048104,0.446345975948196,0.132284921369103,0.0999074930619796,0.0573543015726179,5402.5,0.204997686256363,0.393799167052291,0.0893105043961129,0.022211938917168,0.264229523368811,0.025451180009255,0.047793369941021,0.951063829787234,0.0361702127659574,0.0127659574468085,0.048081368469718,0.826167360147943,0.120203421174295
60,60,"West Grey MU",2070,1315,1220,1315,1550,2315,3205,12995,61,38800,3233.33333333333,60,627.5,1107.5,377.5,297.5,235,60,725,972.5,177.5,57.5,627.5,75,60,2350,0,292.5,265,25,5,60,1015.38870944061,60,2090,2085,4170,60,2320,35,55,22.5,145,0,65,2642.5,0.314037745187818,15.929203539823,10.1192766448634,9.38822624086187,10.1192766448634,11.9276644863409,17.8145440554059,24.6633320507888,2645,0.237240075614367,0.418714555765595,0.142722117202268,0.112476370510397,0.0888468809073724,2635,0.275142314990512,0.369070208728653,0.0673624288425047,0.0218216318785579,0.238140417457305,0.0284629981024668,0.0225086571758369,0.905982905982906,0.0854700854700855,0.0170940170940171,0.054872280037843,0.877956480605487,0.0425733207190161
61,61,"West Nipissing / Nipissing Ouest M",2085,1315,1270,1470,1830,2645,3645,14255,62,37200,3100,61,955,1320,420,340,165,61,680,1105,335,27.5,955,102.5,61,3125,0,80,65,5,7.5,61,1047.40754740755,61,2420,1865,4290,61,2375,110,45,175,452.5,0,47.5,3205,0.337873402389532,14.6264468607506,9.22483339179235,8.90915468256752,10.3121711680112,12.8376008418099,18.554893019993,25.5699754472115,3200,0.2984375,0.4125,0.13125,0.10625,0.0515625,3205,0.21216848673947,0.344773790951638,0.104524180967239,0.00858034321372855,0.297971918876755,0.03198127925117,0.00561206594177482,0.8125,0.0625,0.09375,0.141185647425897,0.741029641185647,0.102964118564743
62,62,"Windsor",68735,52960,52365,48850,54920,60425,77255,415505,63,45200,3766.66666666667,62,23242.5,27560,12322.5,11557.5,8160,62,23870,21330,9735,1632.5,23242.5,3032.5,62,59192.5,1380,22262.5,16605,3545,2112.5,62,1157.23879708427,62,68150,50975,119125,62,57682.5,3790,4667.5,2275,6930,7055,432.5,82837.5,0.307231539048921,16.5425205472858,12.7459356686442,12.6027364291645,11.7567778967762,13.2176508104596,14.5425446143849,18.5930373882384,82842.5,0.280562513202764,0.332679482149863,0.148746114615083,0.139511724054682,0.0985001659776081,82842.5,0.288137127682047,0.257476536801762,0.117512146543139,0.0197060687449075,0.280562513202764,0.0366056070253795,0.0535793793095149,0.745873104997193,0.159236384053902,0.0948905109489051,0.168824505809567,0.696333182435491,0.129560887279312
63,63,"Woodstock",8225,4935,6405,6340,5315,6160,8565,45950,64,50000,4166.66666666667,63,2647.5,3292.5,1447.5,1285,767.5,63,2625,2622.5,1055,192.5,2647.5,297.5,63,7715,42.5,1690,1240,302.5,147.5,63,1326.84015472089,63,8045,4245,12290,63,5427.5,715,1097.5,210,1140,840,17.5,9442.5,0.318441637133014,17.8998911860718,10.7399347116431,13.9390642002176,13.79760609358,11.5669205658324,13.4058759521219,18.6398258977149,9440,0.280455508474576,0.348781779661017,0.15333686440678,0.136122881355932,0.0813029661016949,9440,0.278072033898305,0.277807203389831,0.111758474576271,0.0203919491525424,0.280455508474576,0.0315148305084746,0.0367791077257889,0.733727810650888,0.178994082840237,0.0872781065088757,0.209690230341541,0.57479481069632,0.214191157002912
